@relation "temp2.txt"

@attribute id string
@attribute tweet string
@attribute emotion string
@attribute class string

@data
"2017-En-21530","	Vale esta película era bien en es tiempo, y whilst éramos jóvenes... 😂 Todavía disfrutar un Ethan tímido Hawk #BeforeSunrise	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-10109","	 juro si @devincameron23 me bloqueo  le voy a pegar atrás	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-31311","	@alooftroye tan qué  significas para decirme es aquello.... glee Es...... Consiguiendo menos........... gleeful?	","valence",	"-1: slightly negative emotional state can be inferred"
"2017-En-31307","	@Tweetermeyer La versión animada era mejor	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-41178","	@typicalmoony Sí Lia!! Unir el lado oscuro!!	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-10536","	@iStoleFreeHugs @stephlaris lol Soy feliz con mi asno negativo, realista self. Triste de ofenderte	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-30162","	.@travelanswerman: Cuándo U paseo en una pila de vida de sal es golosina extra! Siempre salobre siempre savory! #surfing #aloha #Sonriendo …	","valence",	"3: very positive emotional state can be inferred"
"2017-En-30320","	@5ftanomaly aparte de aquel i soy todo aproximadamente complaciendo el individual que i estoy implicado con, mi placer proviene su placer.	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-30719","	@EducatedNPetty El blanco pincha aquello reía en vuestro uso de la lengua no será llorando sobre vuestro ataúd pero rejoicing que  eres otro	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-10449","	Hey folks triste si cualquier cosa ofensivo conseguía posted encima aquí ayer mi cuenta consiguió pirateada. Todo fijado ahora aun así.  Espero :-/ #enojado #molestado	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-41337","	SRV es 'Voodoo Niño' es aproximadamente 76 tiempo mejor que Jimi es. #Música #de guitarra #blues	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-20059","	no sé qué Pakistán #de marca teme más su #terrorista o su #terrorismo  #TerrorStatePak	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-20759","	@BossUpJaee pero vuestro pussy era débil de qué I oyó tan stfu hasta mí puta .  Conseguías para acecharle que vuestro embarazada .	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-30257","	Es mejor de ser más mojado que es seco' - @RLevin91 ciertamente encontrado que hilarious #GBBO	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-11426","	 puedo ver cómo esto acabará\nIn toda su tragedia amarga\nI'll darte todo  tengo que gastar\nAnd  darás nada respalda a mí	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-31529","	@simmy_hanley @Schrise también un	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-31268","	gifs en iOS10 messaging la aplicación es hilarious.	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-21437","	Alarma de jardín trasero activada  en Telford casa en 106.4.	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30086","	@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Muy complaciendo ty!	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-11514","	@iAmSJ Soy tan loco para nuestros clientes soy furioso lmao	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-30721","	@peachkellipop el hilo entero es jovial y divertido y entonces este comentario es como LLENO de misoginia	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-30222","	@sydneyswans #aclamar #aclamar el #rojo y #blanco  somos ahora fuera a #final magnífica para #ganar la #lucha. Gracias @JetstarAirways	","valence",	"3: very positive emotional state can be inferred"
"2017-En-31280","	Ir uno la milla extra justo ve su sonriendo	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-40434","	Im tan serio aproximadamente poniendo palabras en mi puta de boca no añade ' el ' a mi frase si no dije aquella mierda en sangres	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-41394","	@BroggersM19 @Calum250284 haya sido retirado hace 20 minutos por más blues encima aquí 😊	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30730","	@NebulaJoker Ningún, no son. Los episodios están animados durante la semana antes de que  airean.	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-40709","	Bien i oyó una vez antes de aquellas chicas están atraídas a hombres que parece su papá!  👌	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-40347","	@ArcadianLuthier -- Sacando sus sentimientos en Kei injustamente. Sus labios forman un arrugar la frente tan  intenta andar fuera.	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-41470","	Arriba en melancholy cerro	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-30902","	 tienes que ser saber #blithe medio (adj.)  Feliz, alegre.	","valence",	"3: very positive emotional state can be inferred"
"2017-En-31470","	Mi ukulele la bolsa ha caído aparte. 😐 WELLL AL MENOS mi vida ha no todavía!! #Optimismo	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-30406","	@nw_autonate \n\n* aguante el atrás de su cráneo, sonriendo al beso.*	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-30414","	@Chr1sMcLaughlin es brillante, perdió la parcela dichosa con nosotros que año. Admite ser un seguidor ahora después de que aquello.	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30266","	@KWAYNTjoia  Es exhilarating	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-10912","	@UKBlogAwards @ModishMale siempre sería sincero pero es grande a opinión de retroalimentación a la marca - no les quiere ofender #BlogHour	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-41262","	Tan blend la mentira de aguas\nThere shrines y libre-  El melancholy mentira de aguas\nNo rayos de fuera del atenuar marea-  Como si la parra	","valence",	"-1: slightly negative emotional state can be inferred"
"2017-En-11588","	Y Republicanos, tú, concretamente Graham, Escama, Sasse y otros no son seguros de mi ira, por ello que Hillary Hiney-Dando un beso anuncio  vi aproximadamente tú	","valence",	"-1: slightly negative emotional state can be inferred"
"2017-En-22150","	@ikhras @benglaze Amal Clooney tendría que probar a prosecute  #Arbusto/ #Blair para #delitos de guerra que giró nuestro Mundial al revés&amp;creado	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-31264","	Y el tiempo tan breezy, el hombre por qué puede no vida siempre ser este fácil?	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30402","	@TiburonChamber Más un hearty verter de #yachtrock por #mustacheharbor !	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-11674","	@lmench i Soy de hecho ofendido por él.  Nombrando el más engordando sandwich después de un hombre que muerto de enfermedad coronaria probablemente debido a su dieta?	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-30695","	Un 'no-permissive entorno' es también llamó un 'battleground' - #MilSpeak	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-31435","	@PixelMonsterYT @TeamGE0 @IZEDEPTIC @ztumtum @CrimtideTV @LtGrandslam @Slinkercorn Bahahahaha el decano mira hilarious y damn conseguía gordo	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-11485","	Cuz incluso las charlas de biblia sobre el hijo que vuelve con un fiery espada  consiga de su madre. Justo le llamaron un whore en revelations	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-10419","	Vale pero justo conseguí llamado un 'Diablo Blanco' en el tren e I didnt saber si para reír o agraviarse	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30618","	@suavecitamay sparkling el agua es buena  sabes  lo probé el otro día	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-31555","	@scottlocker220 Gracias para aquel, la notificación entró el nick de cronometrar para aclamarme arriba - tiene que re-tweet	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-30528","	turco exhilaration: para una 30% sombra de irruptive russian visitantes este twelvemonth, gobbler es nephalism tan...	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-22024","	Adiós todo el mundo, enorme #LTHEchat esta noche	","valence",	"3: very positive emotional state can be inferred"
"2017-En-11178","	Mi atrás está empezando para irritarme y  es apenas 2:19 😓	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-31310","	Bien el stock acabó &amp; listado, el salón movió alrededor, nuevo editando hecho &amp; cabido en una visita al en-leyes. #productivityatitsfinest	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-21352","	@Respuestas_de plato  he contactado @servicio @de respuestas_de plato  #de plato #whathappenedtocustomerservice	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-11206","	2 miedos más grandes: incurable STD es y embarazo... Significo, son básicamente la misma cosa en todo caso #forlife #molestando  #weirdsmells	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-10637","	 iba a decir que Rooney es una sombra de su anterior self pero no quiero ofender cualesquier sombras. #NTFCvMUFC	","valence",	"-1: slightly negative emotional state can be inferred"
"2017-En-31360","	Una sonrisa #tibia es la lengua universal de bondad William bondad de amor #de Ward #de Arthur	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-21305","	#cita Lo que U #el miedo controla U. El miedo no es fuera en vida pero en ur mente. Las dificultades reales pueden ser vencidas - Cheryl Janecky	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-40783","	@SilkInSide @TommyJoeRatliff aquello es tan bastante! Me encanta el cielo en el de fondo y los puntos destacados morados con el atenuar los colores es grandes	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-31006","	 @cailamarsai  me has tenido   el tiempo entero que mira @negro_ishABC después de que  has perdido vuestros #vasos!  Sea #hilarious! @mrbabyboogaloo	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-11132","	Mi nivel de irritación es en un todos cronometran alto hoy 🙃	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-31318","	Ayer es historia, mañana es amystery, y hoy es un regalo; es por eso que  lo llaman el presentes #livelife #humbleness  #vivos	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-41393","	@BoardEveryday @turnorder @pinchback21 80s nuevos ondulatorios/techno - o jazz / blues dependiendo mi humor	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-21605","	Un objetivo te tendría que asustar un poco, y entusiasmarte mucho. - Joe Vitale #cita	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-40969","	Tan bebido me escondió mis llaves muy bien serenos me no lo podría encontrar anywhere	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-21086","	Mi mente siempre parece para trabajar su mejor por la noche	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-10599","	Como vuestras vidas propias para completos nuestro viaje de vida asombroso exitosamente,  es allí. #Amargo	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-41135","	tim burton nunca falla para deprimirme	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-20284","	somos todos en D. T. (Discipleship Formación o detox) para algo. #messy  #cutoff #choosefreedom #CryOut16	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-11244","	Todas las  opciones son en la mesa - #revenge está viniendo.	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-30665","	@johnwintertweet dudes Quiénes quieren jugar algunos graves pero no comprar unos graves (me) rejoice	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-30248","	hay algo v satisfaciendo sobre  de apertura un viejo 'para hacer'.doc Archivo y siendo capaz de comprobar fuera todas las cosas  has hecho	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-31565","	@julwhite chirp chirp! :)	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-41357","	Synth Respaldando tristeza = de pistas\n#depresspop #oscuro #+++ #alt #fuckingmeup	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-31083","	 es tan exhilarating apechugando con el reto de demostrar + explicando POR QUÉ #JamesJoyce  #Ulysses es tan endearing &amp; maravilloso!	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-30350","	Gotta Golpe arriba de breezy cada día para hacer seguro  está rompiendo en mis botas. Primer amigo de clase bien allí	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30560","	Hey u nunca saber, Canal 4  versión de #GBBO de hecho podría ser bastante bueno. Unas cuantas publicidades no son el fin del mundo. #El optimismo que	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-40113","	Jode gutted, disheartened &amp; así que cabreó.Ido de 1 del más duro la mayoría de resolute defensas al peores &amp; la mayoría de shambolic #SCFC #STOHUL	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-31558","	@glacierqxeen \n\n'Whoo, bienvenido~!'  Salude alegremente.	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-41225","	@gurrie_j Da las gracias por hacer me super triste aproximadamente Pizza. #Triste #freepizza	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-31232","	La parte mejor de este día, Jesus, es a snuggle arriba en vuestro abrazo...Para descansar en vuestras armas y saber te encanto...💙❤ #sweetEmbrace	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-11490","	 Es seriamente tan frustrando a veces! (╯°□°）╯︵ ┻━┻ #ugh #AMOR	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-30112","	de AMOR de AMOR furioso #diversión #de sonrisa #relaxationiskey	","valence",	"3: very positive emotional state can be inferred"
"2017-En-21157","	Allí va las mariposas en mi estómago.  #anxietyproblems	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-31344","	Mayo un hombre vive bien-, y mucho tiempo-bastante, para dejar muchos joyful widows detrás le.	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30987","	@Autor_LB Awesome. Mi 9 yr cruz de carreras de nieto vieja país. Ningún Simon Whitfield pero quieto muchísimo divertido aclamándole encima.	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-30491","	@DKTaylorWriter  Creí que tuvo gracia, también. Pero quizás no tal coincidencia. El verde tiene que ser el color oficial de optimismo.	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-41205","	El amor que es hecho para sentir malo aproximadamente amedrentándose del oscuro	","valence",	"-1: slightly negative emotional state can be inferred"
"2017-En-20327","	Overtime... #TeamNA #WCH2016 #nervioso	","valence",	"-1: slightly negative emotional state can be inferred"
"2017-En-21491","	#ArchangelSummit @sethgodin  Cualquiera puede ser valiente pero justo tienes que último 5 mins más largo que todo el mundo más. #Miedo #de liderazgo	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-22073","	Dejó mi teléfono en Mcds #pánico	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-20929","	@Mickeyplyler @QualkTalk el refs es en GT  favor esta noche. #Terrible	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-31210","	El Señor thy Dios en el midst de thee es muy;  salve, él  rejoice sobre thee con alegría; \nZephaniah 3:17 KJV	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-31212","	OMG NOL i amor u tan tanto i amor ur cheery cara y hugs 😘😘😘 @CRAZYmac17	","valence",	"3: very positive emotional state can be inferred"
"2017-En-21851","	@ryleycathryn @Mack_Shepp   descubres el índice alarmante en qué abejas agoniza y qué importante  son a nuestro modo de vida?	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-40171","	@gagasklaine Es viejo tristemente	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-21357","	@sandrosmom El horror!	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-41467","	@charles_gaba No, soy probablemente la persona más probablemente a completamente entender cómo gobsmacked te era para aprender qué cierto aquello es. #Tristemente	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-30461","	 supongo que las personas cogen en mi joviality coz I lol mucho pero  es justo no trabajando. Quizás I necesidad para conseguir pesado entregado con emoticons? Ha	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-20697","	Puede  empezamos un 'conseguir Chris Sutton de nuestro tv campaña? Extendido el trabajo #terrible #pundit #noclue	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-31116","	@JessicaZ00 @ZRlondon ídem!! Tal una atmósfera asombrosa! #PhilippPlein #cheerleaders #Truco #LondonEvents #aclama	","valence",	"3: very positive emotional state can be inferred"
"2017-En-30330","	@lawson__lynch mi kinda la chica que complace el dick derecho😍😏	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-31465","	Por qué  Enrique sub de busquet?	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-40192","	Este tiempo me conseguí jodió arriba. Te gustas tampoco ser soleado y caliente o gloomy y frío. No en entre.	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-11073","	Una mujer negra LEO💙 estuvo disparada 8 tiempo y muerto en Filadelfia --Dónde es el #ultraje personas negras? @BarackObama #Sharpton #blm #TheFive	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-41175","	I amor cuándo #las chicas son ocupadas en enseñar cómo a #pout mientras tomando #selfie en un centro comercial , su desication es perfección #de amor de mujeres #inmensa	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-40814","	Antes de los fines de año probablemente conseguiré maestro 12s o juegos de gripe, ciertos blues, y mermeladas espaciales.	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-40406","	Siempre hacer sereno qué dijiste que harías bebido. Aquello te enseñará para mantener vuestra boca cerró. \n― Ernest Hemingway #cita	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-30128","	Buenos días joyful personas. Escoge felicidad para tener un día grande hoy #felicidad  #de mañana #grandmercurejktkemayoran	","valence",	"3: very positive emotional state can be inferred"
"2017-En-30062","	@airvistara tan siempre sea de hecho un vuelo de experiencia maravilloso contigo tipos hoy #bestinbusiness #delicia #happyme	","valence",	"3: very positive emotional state can be inferred"
"2017-En-30038","	Hoy  logré 1000 suscriptores en YT!! #Feliz, #goodday, #thankful	","valence",	"3: very positive emotional state can be inferred"
"2017-En-30602","	Probando a loveee alguien, justo quiere encantar alguien correcto ahora, la suposición allí ha justo no complacer me	","valence",	"-1: slightly negative emotional state can be inferred"
"2017-En-30321","	mustache_puerto: TiburonChamber más un hearty verter de #yachtrock por #mustacheharbor !	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-31340","	@jtkola @danmericaCNN Es todavía más joven y más spry que superar	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-31531","	@SomeonesAnIdiot @Sean10Lynagh  debido a hearty pleito NASCAR levantará precios de cerveza $0.07 para acomodar para pérdidas.	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-22008","	#PeopleLikeMeBecause  Ven el felices exteriores, no el hopelessness I a veces sentir interior. #Ansiedad #de depresión #anxietyprobz	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-30024","	@grahnort la experiencia maravillosa que te mira ayer en. @BBCLetItShine thankyou Para la #risa	","valence",	"3: very positive emotional state can be inferred"
"2017-En-20157","	 es 5:55am.  Tengo hambre pero hay no alimentario. #Charla	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-30308","	de pánico sobre un humor pickup i fue de deprimido a elated Epicuro tan	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-31501","	rápido~ El hombre menos dependiente al morrow va para conocer el morrow más alegremente.	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-40939","	Ahora  estoy yendo a sulk otra vez para una semana hasta #OurGirl está de vuelta encima! @michkeegan Y @benaldridge07 es el mejor! @OurGirlWatch	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-40254","	La voz es todo aproximadamente Miley y Alicia este año. Ya no sobre el contestants. #Triste @thevoice	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-10786","	@NessaMatthews es perfecto. Pero ni siquiera en aquella manera donde  ordenas de molestársele o sospechoso que  dirige una vida doble. Justo perfecto.	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-10348","	@KimLy se molesta	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-11554","	Honestamente fuming	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-10434","	yo screened mi propio chasquear lo que amable de asno narcisista  smh	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-20871","	no sabes qué para esperar por el vídeo de Brendon lmao LA devotee el vídeo me conseguí sacudió	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-30980","	Tomar mi bondad para debilidad cuándo te suplente tonto manteniéndolo 100 no es vuestro forté  #ChrisBrown #TeamBreezy	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-11626","	ramos hace qué él  más quemando haters con su cabeza	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-31039","	🍃Cuándo #espectáculos de vida  tienes cien razones para llorar, lo muestra que  tienes cien y uno razona para #sonreír. 🍃 #Cita @Consola_de Mente	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-30983","	 estoy moviendo este fin de semana &amp; mi papá de azúcar lo reemplazará tan, es qué  es. Niggas Quieto feliz.	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-30242","	Va sigue #bonito #Snowgang ♥@Amynicolehill12 ♥ #forma física #de Princesa #bodyposi #sonrisa #de corte de pelo #Whitegirlwednesday	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-10761","	Houston podría perder un entrenador mañana o por medianoche. #yikes ?	","valence",	"-1: slightly negative emotional state can be inferred"
"2017-En-40445","	@BBCSport También atenuar para el Reino Unido.	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-11042","	vale Así que i conseguido mi enloquecer 17 refunded pero ahora i gotta espera unos cuantos días para el dinero y ahora gotta pre-ordenar fifa otra vez....	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-21114","	Es causa tan graciosa Cooper va a ir más lejano que las personas que matón su	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30030","	Retweeted GunnySmith93 (@Stephen21Herrero):\n\nDays gusta hoy soy feliz de ser vivo! #Bendito #rejoice	","valence",	"3: very positive emotional state can be inferred"
"2017-En-10692","	Triste de estallar vuestra burbuja pero él no es que siglo anymore. Bienvenido al siglo XXI.	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30883","	@MichiganBromo Señor de optimismo bueno :)	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-30565","	@SoCalValerie esto uno era Apple intento para hacer muslims feliz 🕋	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30459","	#Followback Cita_Sopa: Ser feliz no porque todo es bien, pero porque  puedes ver el lado bueno de todo. #Optimismo	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-31080","	me tomando un cuadro por yo: *sonrisa incómoda*\nme encima día de cuadro: *sonrisa incómoda*\nconclusion: la parón que sonríe ;'(\n#pictureday2016 #sonrisa #ornot	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-31321","	Estas chicas que son playful y childlike parece para tener tales relaciones preciosas. No les puede imaginar habiendo serio convos pero es lindo  😍😍	","valence",	"3: very positive emotional state can be inferred"
"2017-En-11083","	Congrats a #Nicole #bb18 ... Fija que la nariz ahora 😒💁🏻 #amarga #insignificante	","valence",	"-1: slightly negative emotional state can be inferred"
"2017-En-30017","	2 días hasta #GoPackGo y 23 días hasta #GoGipeGo..... Soy tan entusiasmado! #Sonriendo	","valence",	"3: very positive emotional state can be inferred"
"2017-En-21438","	mirando mi primera Jaula de Muerte y mi palabra esto es enorme	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-30742","	$SRPT Por qué  Etep pacientes &amp; la mamá es defender para un fármaco si no trabaje? Cualquiera escucha al Etep MD  @ Adcomm.. Todo era elated.	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-31495","	Después de que el alma que busca, me gustaría anunciar que  he escogido @chrissyteigen &amp; @nicolerichie para ser mi adoptó hermanas debido a su hilaridad	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-31467","	@Nick_Offerman &amp; @MeganOMullally   #Summerof69 espectáculo era sexualidad cruda y puro #mirth ! Da las gracias por las risas de vientre y sexo de culata japes!	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-22229","	Completamente soplado fuera por @EvaNoblezada @alistairbrammer @JonJonBriones y el reparto de @MissSaigonUK esta noche. #fathomevents #Mudo	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-31143","	Esta noche es sparkling,  no  dejaste  vaya!  Soy wonderstruck, blushing completamente en casa..' #ValerieBot	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-10685","	@lyskoi En todo caso,  encontré escala a escasa hoy aquello era perfecto para mis propósitos. Blando en las manos, no agravará mi (ahora-crónico) tendonitis	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30182","	@R1Almuerzo Totes tuvo que re-escuchar a la hilaridad inacabable que era Tom Odell es 'raaar' esta mañana 😂😂😂 @grimmers @fionaradio @TinaDaheley	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-40227","	@JohnRMoffitt Esto es la pieza más siniestra de risa  era stricken con todo el día.	","valence",	"3: very positive emotional state can be inferred"
"2017-En-21343","	Dios,  he sido tan físicamente débil el día entero. Tanto sacudiendo :(	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-21014","	Yo Yo Yo,mi nombre es #DarthVader \nI siente gusta I necesidad a puff en mi inhalador (I soy no rapper pero aquello era algunas barras enfermas)  #barras #rap	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30761","	@TheVulcanSalute , justo vio el Salvar El Día PSA. Por qué fuiste en las lágrimas obvias que lo hacen? Habría pensado que serías vuestro alegre self.	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-31543","	Los chicos rejoice tan esquina de tejón ha sido reclaimed para nuestro primer social del año #cluboftheyear	","valence",	"3: very positive emotional state can be inferred"
"2017-En-11175","	@fixindk @RevoltRazor @dragones1015 Tipos no utilizan aquel tipo de lengua. Salva él para furioso...	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-31165","	La cantidad de risa a punto para dejar mi cuerpo si Unido pierde es irreal	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-30921","	A veces me gusta hablar sobre mi tristeza.  Otro tiempo, justo quiero ser distraído por amigos, risa, compra, comiendo...  \n\n#MHChat	","valence",	"-1: slightly negative emotional state can be inferred"
"2017-En-30896","	Siente bueno de conseguir exterior para un minuto y conseguir algunos aire fresco.  Es duro de quedarse cooped arriba interior todo el día #breezy	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-30898","	@r0Ils ppl conseguir provocado sobre u sonriendo son irrelevantes	","valence",	"-2: moderately negative emotional state can be inferred"
"2017-En-20963","	Oh I consigue i ve  es #TexasTech jugando esta noche no el #Texans #TNF #texansarebad	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30994","	@WHUFC_HUB @westhamtransfer @TheHammers_ no veo cualquier razón para optimismo al llegar a este punto. Justo stringing rendimientos malos juntos.	","valence",	"-3: very negative emotional state can be inferred"
"2017-En-40582","	#Siempre #tomar prestado #dinero de un #pessimist. No lo #espere #atrás.	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30995","	os shabazz  el nombre en mi teléfono es 'fácil breezy bonito' &amp; no me disculparé.	","valence",	"0: neutral or mixed emotional state can be inferred"
"2017-En-30919","	Esto es un día bonito que el Señor ha hecho. Yo  rejoice y ser feliz!!!	","valence",	"2: moderately positive emotional state can be inferred"
"2017-En-40781","	@VivienLloyd Gracias Tanto! Casa justa - anonadado pero tan feliz. No Lo piensa se ha hundido en todavía! Uau.	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-30822","	@DamnPatriot  Eres un POS para rejoicing en alguien es muerte.	","valence",	"-1: slightly negative emotional state can be inferred"
"2017-En-41327","	@Conorojo Loool Entender el pesimismo pero él  😂	","valence",	"1: slightly positive emotional state can be inferred"
"2017-En-40153","	@JUSTICESLUT420 tristemente esta clase del cartel muerto por el 90s afaik	","valence",	"-2: moderately negative emotional state can be inferred"
