@relation "./files_to_convert\2018-EI-reg-Es-joy-train.txt"

@attribute id string 
@attribute tweet string
@attribute emotion string
@attribute score numeric 

@data
"2018-Es-06369"," @username Te aviso pues, lo más probable que un viernes de 4-6 ","joy", 0.250
"2018-Es-05163"," tengo una alegría cabrona 😤 ","joy", 0.667
"2018-Es-04139"," Aunque siempre de las piernas porque siempre duermo sin camisa ","joy", 0.341
"2018-Es-02030"," Fuera de joda que me siento afortunada por tener a las personas que tengo ","joy", 0.646
"2018-Es-05455"," @username 🎶 Y llevarte a la cima del cielo, donde existe un silencio total🎶  😭😭😭😭😭😭😭😭 Adolescencia destruida. ","joy", 0.354
"2018-Es-05886"," No me convenció nadie, me convenció tu sonrisa 🎵","joy", 0.583
"2018-Es-05200"," @username @username @username Mucho gusto Juan jajajaja ","joy", 0.563
"2018-Es-01034"," No sé cómo mi hermana se dejó que le decolorara el cabello sin saber nada ","joy", 0.283
"2018-Es-05319"," Wow ! ! Que día el de hoy ! ! ! 😍 muy cansada pero todo quedo genial ! ! Ahora en casita a descansar ","joy", 0.783
"2018-Es-02406"," @username Jajaja don Ale va a estar tan feliz que va a dejarme andar en Keds ","joy", 0.708
"2018-Es-05899"," @username Eso depende mucho jajajaja ","joy", 0.630
"2018-Es-05582"," Ya está pidiendo demasiado ","joy", 0.159
"2018-Es-05354"," @username Nah es entretenido sacarlo de sus casillas ... ","joy", 0.375
"2018-Es-02944"," Me dice Feliz dia y me lo re trance, amigos son los de abajo y se golpean😂👋","joy", 0.522
"2018-Es-03939"," Aqui viendo la guerra de memes - los guarda - ","joy", 0.522
"2018-Es-05997"," Me comí el cereal ya ","joy", 0.391
"2018-Es-02014"," Tienen cada salida a veces estos pendejos q me hacen cagar de risa ","joy", 0.458
"2018-Es-01089"," @username Jajaja ojalá ! Suerte ","joy", 0.729
"2018-Es-01325"," @username Suerte que ya soy papa casada ah ","joy", 0.542
"2018-Es-01483"," @username @username Te pasas jejeje ","joy", 0.435
"2018-Es-01361"," @username Que alegre ! En fotos no se logra ver mucho pero es en las esquina y creo q pronto morirán jaja ","joy", 0.457
"2018-Es-02917"," @username si te llegó el tweet anterior, ignoralo mi amor, nada que ver. ","joy", 0.250
"2018-Es-04383"," Cuando no están a mi nivel de ternura o buena onda u optimismo, me molesto un poquito🙂😂","joy", 0.208
"2018-Es-01640"," @username O ustedes que todavía tienen a quien besar ","joy", 0.500
"2018-Es-04410"," @username Chamo, son las 12:44 am ","joy", 0.283
"2018-Es-02874"," ¡ Feliz cumpleaños, mi alto guapo moreno inteligente! 😘","joy", 0.792
"2018-Es-04737"," El David no me quiere jugar más a la play jajajajaja num le metí ","joy", 0.583
"2018-Es-03105"," @username La Rambla y en San Felipe ya hay colas . Imaginate ","joy", 0.125
"2018-Es-01242"," Orgullosa de ser aquella que tiene problemas y sonrie . ","joy", 0.542
"2018-Es-00874"," Como que no se acabo el mundo ? Yo ya le dije a mi crush que lo amo ahora se acaba por que se acaba ","joy", 0.348
"2018-Es-00125"," Encima que le escribí num cosas me contesta num palabras y más forra que nose que, copado amiga ","joy", 0.125
"2018-Es-05264"," alv los old tweets me tienen bien inspirada ","joy", 0.458
"2018-Es-04859"," @username Siempre tan amable romantica y agradable ... ","joy", 0.652
"2018-Es-02515"," Yo no tengo suerte en esto #GisselleKuri #SebastiánVillalobos #PDCs #KCAMexico ","joy", 0.304
"2018-Es-03278"," @username JAJAJAJAJAJAJA Estas bien pendejo . 😂 ","joy", 0.646
"2018-Es-01395"," @username Ajajaj ahora estaba leyendo sobre ese ","joy", 0.521
"2018-Es-00088"," Cumplir un festivo no es nada cool amigos . ","joy", 0.190
"2018-Es-00339"," @username Te llevarás mejor con mi mamá xd ven a ver sus dramas a la casa ... Lo ama con pasión y locura ","joy", 0.587
"2018-Es-06382"," Después de un día CERO productivo, ya quiero ir a trabajar ","joy", 0.354
"2018-Es-01635"," @username 😮 se baña en formol ? no, preséntamelos ","joy", 0.229
"2018-Es-04658"," La Selección De #Panama Es Muy Conformista, Jugar Bien Y No Ganar Es Aplauso Y Victoria Para Nosotros? Hasta Cuando Con Eso? #CopaOro","joy", 0.271
"2018-Es-03529"," @username Gracias, buenas noches Jaime ","joy", 0.457
"2018-Es-06375"," Dios me bendice todos los días si no aquien le debo mi gloria y fortuna 😇 😇 😇 ","joy", 0.854
"2018-Es-01227"," @username JAJAJAJAJAJAJAJA se me salio lo lesbiana, perdón por tan poco ","joy", 0.539
"2018-Es-01050"," @username Hades bebé, sabes que te adoro, eres mi girl crush. Amo lo graciosa que eres y que siempre te preocupas por los demás. +","joy", 0.795
"2018-Es-06825"," No puedo evitar cagarme de risa con los movimientos que no se le dan 😂 😂 ","joy", 0.854
"2018-Es-03959"," @username Todos los dias te pisan los pies ","joy", 0.208
"2018-Es-05411"," @username te quiero conocer soy tu fan gracias a ti me gustó el fútbol todo es tu culpa layun ","joy", 0.646
"2018-Es-04576"," ya tengo mucho sueño, adiós, y no sean negativos 💖 mañana es festivo, que rico jajaja #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico","joy", 0.604
"2018-Es-03328"," @username Jajajaja tenes que buscar un nuevo mecanismo para secar tenis entonces . ","joy", 0.543
"2018-Es-02652"," JAJAJAJAJAJAJAJJAJAJAA yo no te la puedo creerrr ","joy", 0.813
"2018-Es-04340"," @username Ay pobre víctima ! Alguien que le dije pañuelitos para que se seque sus lágrimas 😂 como te encanta hacerte ! ","joy", 0.457
"2018-Es-02467"," @username No maaa, estoy muuuuy emocionada. 🔝 Cadena de oración para que mamá Ara te deje. ❤","joy", 0.826
"2018-Es-06722"," Raúl se ha vuelto tan grosero ","joy", 0.146
"2018-Es-00693"," #SanJoséDelGuaviare #Guaviare, la independencia hoy nos abraza a todos los colombianos ¡Feliz #20DeJulio! #UnLíderParaTodos","joy", 0.667
"2018-Es-06552"," Un beso es un agradable recordatorio de que dos cabezas son mejores que una . ","joy", 0.604
"2018-Es-00045"," Estoy emocionada af porque el viernes voy a ver a mis amigos los darkies de la prepa y haremos una pedísima . 💕 ","joy", 0.833
"2018-Es-05663"," nunca puede faltar una gallina de la suerte en votaciones #CDnum #Coders #AlonsoVillalpandoTrendy #KCAMexico ","joy", 0.523
"2018-Es-01015"," @username antes de ver el que estoy viendo pase por dos primeros capitulos de dos doramas que iugh, hasta que vi ese que me gusto","joy", 0.438
"2018-Es-02714"," El único Espada que me resulta ligeramente agradable es Zommari . Me respeta como superior y no perturba mi existencia . ","joy", 0.625
"2018-Es-01445"," Tu pasando pena y yo muriéndome de la risa 😂 ","joy", 0.771
"2018-Es-05520"," Los borrachos cagandose a piñas y nosotros corriendo con Mica ","joy", 0.304
"2018-Es-05667"," Vaya, no había tenido la oportunidad de escuchar detenidamente  Blonde de Frank Ocean (a pesar de ser del 2016). Qué agradable es.","joy", 0.646
"2018-Es-03969"," A mi aveces se me olvida que existe Messenger y respondo a las horasss jaja ","joy", 0.457
"2018-Es-02926"," @username @username sólo haz ido sábado y no los otros días 😂 ve los otros días y después dices cuál es mejor ","joy", 0.717
"2018-Es-02155"," Nunca había visto una serie 🙊 ya veo lo interesante y entretenido ! ","joy", 0.583
"2018-Es-00887"," Te dice mejor ser soltero y lo primero que hace es tener novia jaja 😂 😂 Tanta risa me das ya nene aburres con tus mentiras de bebe xD Suerte 😘 😘 ","joy", 0.478
"2018-Es-04264"," Cariño y admiración a quienes ejercen esta profesión #Feliz #DíaDelimpresor @username #MéxicoImprimeBien 🇲 🇽 ","joy", 0.750
"2018-Es-05340"," @username @username YAAAS ESTOY EMOCIONADA POR TI BEBE ","joy", 0.875
"2018-Es-03766"," A veces no sé como hago para hablar tantas cagadas con total naturalidad ... ","joy", 0.250
"2018-Es-04445"," Juega escuhar musica 🤙 🏼 ","joy", 0.438
"2018-Es-01998"," Lo bueno, respecto a mi Husky y luego de ver todos los perritos se van al cielo y el propósito de un perro, guardo alegría y esperanza.","joy", 0.478
"2018-Es-00782"," Arrepiéntete pescador ","joy", 0.326
"2018-Es-02846"," Siempre rie cuando puedas ! ... Es medicina barata : 👌 😜 💪 Lord Byron #Sencillo #Felíz #HayQueReir #ParaNoLLorar ","joy", 0.750
"2018-Es-02540"," Que chistosa situación ; le escribo y existen mil ocupaciones . Dejo de hacerlo y esas ocupaciones por arte de magia desaparecen 😂 😂 ","joy", 0.565
"2018-Es-00558"," Creas una dependencia de la verga por que extrañas a cierta persona, sus labios, su sonrisa, la luz de su mirada, sus caricias, sus chistes.","joy", 0.364
"2018-Es-03453"," Hoy tuve la fortuna de conversar con dos amigos @username @username en la presentación del librovaga ambición @username ","joy", 0.667
"2018-Es-00011"," Mi sobrino hoy ayer se graduó del kinder y no saben la dicha y el orgullo que me siento de el :') ","joy", 0.813
"2018-Es-02972"," @username Siempre brilla la #Alegría 😉 ","joy", 0.826
"2018-Es-03523"," Me acorde del momento de ayer e instantáneamente sonreí, enganchada? No, ni ahí ","joy", 0.500
"2018-Es-04876"," Feliz dia del amig ... Ah no no tengo en la comunidad : u ","joy", 0.370
"2018-Es-05541"," @username FELIZ DÍAS MI AMORR ","joy", 0.826
"2018-Es-01340"," Los vídeos de @username me hicieron la noche, lo amo. ","joy", 0.630
"2018-Es-01331"," A disfrutar este fin de semana porque el lunes se me acaba la dicha . 😶 ","joy", 0.333
"2018-Es-05049"," Mañana seguritito todos se van a querer sentar cerca de la puerta .. llegaré temprano 😅 ","joy", 0.690
"2018-Es-00969"," No te dejes llevar por el orgullo, escribele pa q te dejen en visto JAJAJAJJAJA ","joy", 0.543
"2018-Es-05566"," ¡ ¡ Feliz día amigos hermanos que nos encontramos por este paso que se llama vida .. ¡ ¡ ","joy", 0.917
"2018-Es-01301"," @username @username Estás muy emocionada ? ","joy", 0.667
"2018-Es-01336"," @username @username Todos pedíamos que volviera hasta un HT tenía, volvió,hizo sus descargos y fue peor  #DonPicoDeOro ","joy", 0.326
"2018-Es-00624"," #FloresParaNairo y como no enviárselas si @username me hace sentir muy orgulloso de esta tierra que tantos hacen quedar mal ","joy", 0.543
"2018-Es-01097"," lo mas gracioso es q es verdad, hace 2 años no me cagaba tanto de frio","joy", 0.479
"2018-Es-01026"," Vivo #feliz, #vivo #Danzando, vivo mi #música, vivo #bailando","joy", 0.813
"2018-Es-01831"," @username @username JAIR VENTURA ! ! ! ","joy", 0.438
"2018-Es-06364"," @username @username Ya fui hoy 😅 ya que ustedes no quisieron acompañarme alguien más si quiso ","joy", 0.438
"2018-Es-04256"," @username Llevo toda la semana viendo juego de tronos, dejame hablar poeticamente jajajaja ","joy", 0.522
"2018-Es-01085"," #Felíz #Aniversario de #Amistad en #Facebook y que sean muchos más 📷 🍸 🍰 💖 💋 💋 💋 ","joy", 0.750
"2018-Es-00091"," Lo crucé a Damian disfrazado todo loco ","joy", 0.542
"2018-Es-05275"," Llevo desde las num en pie y quería dormir . Pues no podré con la emoción #felicidad ❤ ","joy", 0.717
"2018-Es-05976"," @username Buenos días Daniel ","joy", 0.542
"2018-Es-00030"," @username Te sigo de hace tiempo, y hoy tuve la fortuna de verte en el estadio, quise hablarte pero me dio pena😂🔴⚪","joy", 0.478
"2018-Es-04333"," @username No tienes idea lo emocionada que estoy por lo que tú y las chicas están preparando . Buenas Noches . Te quiero Lauren . ❤ 🌹 ","joy", 0.896
"2018-Es-04117"," @username hasta ahora nunca he entrado a una clase de perspectiva ","joy", 0.438
"2018-Es-05630"," @username Eh we a quien le escribes tanto mensaje se ve mucho risa xd ","joy", 0.594
"2018-Es-02263"," Llegó la hora de descansar,mañana juega el TIBU⚽.","joy", 0.542
"2018-Es-01806"," @username Me fui a la csm ! Eliminé los nombres para no perjudicar a nadie ","joy", 0.208
"2018-Es-02070"," Aparecen fotos de todos lados culia ","joy", 0.188
"2018-Es-01822"," @username @username #rayito claro que si, un cambio es genial","joy", 0.750
"2018-Es-06783"," no se por que me caliento, si era de esperarse . la prioridad primero y tercero con suerte lo mio","joy", 0.389
"2018-Es-04200"," Siempre me ha gustado, encima es divertida, ¿qué más pedir?","joy", 0.717
"2018-Es-05531"," En dos findes o tres voy a estar en corboda 😀 ","joy", 0.354
"2018-Es-06366"," Afortunado de encontrarte . 💘 ","joy", 0.708
"2018-Es-06419"," 🎵 San Cristobal, San Francisco y mi San Andrés Xecul. yo te canto emocionado cuna de Atanasio Tzul.","joy", 0.565
"2018-Es-02137"," Mañana festivo y yo, pues si, yo trabajo todo él día😪🙁","joy", 0.146
"2018-Es-05653"," No puedo clavar el visto, aunque sea con una carita te contesto ","joy", 0.391
"2018-Es-01591"," send diversión en mi tl ","joy", 0.413
"2018-Es-06243"," — Feliz día de la amistad, mí estúpida. @H0LYEMMS","joy", 0.604
"2018-Es-04814"," @username jajaja num decís ? ","joy", 0.604
"2018-Es-02214"," La oportunidad de estudiar una carrera, se que desde el cielo estás muy orgulloso de... #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico","joy", 0.500
"2018-Es-05700"," @username No entendí ","joy", 0.271
"2018-Es-05481"," ¡ FELIZ #DiaDeLaIndependencia COLOMBIA ! 😎 😎 😎 😇 😇 🙌 🙌 🙌 @username @username @username ","joy", 0.813
"2018-Es-03943"," @username Aún así la amo ","joy", 0.542
"2018-Es-03909"," Me da risa cuando nadie me cree que me sigue Justin Bieber yyy me mando dm ","joy", 0.565
"2018-Es-01145"," Sean humildes Wlbs que todo baja ","joy", 0.333
"2018-Es-02112"," @username @username jajajaja así es ","joy", 0.708
"2018-Es-04291"," @username JAJAJAJAJAJAJAJA no me refería a ese tipo de camino aún ","joy", 0.630
"2018-Es-01879"," @username Pues si pero porque cambias de tema disimuladamente 😑 ","joy", 0.313
"2018-Es-00147"," No me gusta desear el mal pero ... Ojala todo le vuelva ","joy", 0.063
"2018-Es-06782"," Juega conmigo lorena ah ","joy", 0.292
"2018-Es-00626"," Soy hambre num/num ","joy", 0.271
"2018-Es-06010"," @username No entiendo que es lo que te causa risa, ballena mantenida 😒❤️","joy", 0.205
"2018-Es-05464"," Mi pacman significa pelea : v ","joy", 0.333
"2018-Es-06637"," @username Que vendría a ser lo gracioso ? 🤔 @username ","joy", 0.375
"2018-Es-00051"," @username Feliz noche Sergio Chulo ! Un abrazo ","joy", 0.646
"2018-Es-05688"," @username ¿ Tampoco has dormido bien ? Bon dia ","joy", 0.438
"2018-Es-00936"," Necesito esa puerta que me dabas para entrar a tu mundo,  ese trocito de azúcar verde, de redondo alegre.","joy", 0.476
"2018-Es-04094"," @username Lo gracioso es que mucha gente no se da cuenta de eso, que solo son personajes...","joy", 0.479
"2018-Es-01128"," @username Jaja pobre Tatara ","joy", 0.455
"2018-Es-05410"," una de las cosas que más valoro en mi vida son mis amigos, que felicidad tenerlos a todos💜","joy", 0.917
"2018-Es-02025"," Nos encontramos por casualidad, tú tan radiante como siempre...💜🎶","joy", 0.792
"2018-Es-01585"," Quería escuchar Night rather than day pero se puso Eclipse, no es lo que esperaba pero estoy satisfecha.","joy", 0.521
"2018-Es-04233"," El viernes num viajo a USA y mi hna esta + emocionada q yo, nose si pq me voy o pq le compre todo lo q me pidio. Donde esta el amor de hnas??","joy", 0.636
"2018-Es-03709"," @username Feliz día amiguito ♥ ️ ","joy", 0.771
"2018-Es-06824"," Ya había olvidado lo agradable que se sentía pasarme por acá . ","joy", 0.792
"2018-Es-03263"," Solicito seriamente que haya un festivo todas las semanas 💋 ","joy", 0.457
"2018-Es-03110"," @username Aun queda Piccolo, aun hay esperanza ","joy", 0.522
"2018-Es-01153"," @username Jajajaja que genial, entonces tienes la mejor sensei, tenís que puro aprovechar 😊☺️","joy", 0.717
"2018-Es-05544"," DEJEN DE PONERSE EL NOMBRE DE SEBASTIÁN Y SU FOTO QUE NO ES NADA GRACIOSO AHORA #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico ","joy", 0.146
"2018-Es-01713"," @username Jajajaja cero, yo soy como la amiga que le hace ver el lado chistoso a su drama life 😂","joy", 0.542
"2018-Es-00442"," Siempre es bueno leer los tuits del num ","joy", 0.479
"2018-Es-05298"," @username @username @username Como discutirle a Yisus ? ","joy", 0.292
"2018-Es-04833"," No mames, qué fino. ","joy", 0.522
"2018-Es-01881"," Ir a su casa y ponerle una goliza en el FIFA : me siento entretenido ( a ) ","joy", 0.609
"2018-Es-03783"," Es normal que me sienta tan emocionado 🙈 ","joy", 0.771
"2018-Es-03902"," Ultima semana de mes .. 🙌 💪 👏 #BuenInicioDeSemana #MuchaTranquilidad #Felicidad ","joy", 0.826
"2018-Es-06291"," Otra vez se me viene esta frase tan graciosa que una vez compartio una amiga y me quedo sonando ... ","joy", 0.813
"2018-Es-02204"," Que hp tiradero de risa ese tío mío jajaja ","joy", 0.696
"2018-Es-03187"," @username No la es para nada ","joy", 0.217
"2018-Es-02430"," Cámbiaste mi vida le diste alegría ","joy", 0.870
"2018-Es-04647"," @username Ven tu amiga, estoy viendo greys ","joy", 0.409
"2018-Es-02951"," ❤ ️ ✌ 🏾 Ya somos num Seguidoresss ✌ 🏾 ❤ ️ #gracias #Feliz #FelizLunes #LunesDeGanarSeguidores #SIGUEMEYTESIGO #SiguemeYTeSigoDeVuelta #Rt ","joy", 0.783
"2018-Es-01117"," Ches mamadas que digo Mi cerebro procesa pendejadas a nivel industrial y cantidades inifinitas a cada segundo ","joy", 0.326
"2018-Es-03477"," @username Soy genial . ","joy", 0.543
"2018-Es-00594"," @username @username @username @username Samantha Sofía Elizondo Gzz 😊 #SiTePreguntanSoloDnum ","joy", 0.542
"2018-Es-01997"," Feliiiz Cumple Pasala Genial te Kiero Pibeee ! ❤ @username ","joy", 0.913
"2018-Es-03057"," La actitud no se negocia ","joy", 0.373
"2018-Es-05147"," Es frustrante ver como se aleja tu felicidad en cuestión de segundos . Como si de ello dependiera tu vida, ese incómodo nudo en la garganta","joy", 0.104
"2018-Es-04083"," num:num veo en ti la oportunidad de sonreír de nuevo . ","joy", 0.708
"2018-Es-05895"," @username #Rayito hay un ligero punto donde ya parece trabajo de tanto que publicas y deja de ser divertido 😥 ","joy", 0.125
"2018-Es-06447"," Hoy no fue un día agradable ... ","joy", 0.137
"2018-Es-00066"," Mi entretenimiento a esta hora es ver maria de todos los angeles je ","joy", 0.568
"2018-Es-01945"," @username @username @username @username Si muchas gracias ","joy", 0.614
"2018-Es-06736"," @username @username que risa me ha dado estooo ! ! ! 🤣 🤣 🤣 ","joy", 0.804
"2018-Es-06273"," @username @username me estoy quemando la cabeza leyendo en inglés y tratando de hacer teorías . tu amiga es afortunada xD 💟 ","joy", 0.313
"2018-Es-05505"," @username Que triste, pero los cambios son muy buenos. Hoy tengo en mi vida personas que me hacen más feliz y no me arrepiento de nada. 🤷🏻‍♀️","joy", 0.646
"2018-Es-02690"," — Sonrisa victoriosa y un gran beso a la tabla, su preciosa.","joy", 0.688
"2018-Es-01056"," @username @username En el momento es emocionante pero despues no puedo ni ir al baño sola #BTS #ARMY #KCAMexico ","joy", 0.479
"2018-Es-05369"," Quien te ama de verdad cuida tus sentimientos y su prioridad es hacerte feliz num/num . ","joy", 0.585
"2018-Es-05349"," Real ver a Mario es como si me dieran una fórmula para sonreír todo el tiempo . ","joy", 0.750
"2018-Es-02967"," Por tanto aguante . Gracias 💛 ¡ feliz día ! ","joy", 0.667
"2018-Es-02533"," Por gusto y no por gustar, nunca para demostrar, siempre para sumar 6/6  #AhoraoNunca #ControversialTonyFlow #CosaNostra #comingsoon","joy", 0.292
"2018-Es-03810"," Amo tu sonrisa ... ","joy", 0.717
"2018-Es-00961"," @username Ya me urge ir ","joy", 0.394
"2018-Es-06091"," @username Una madre tiene que estar orgullosa de su hijo, más con ustedes, que han hecho tanto.😅💙","joy", 0.652
"2018-Es-04098"," La estrella más grande y brillante eres tú 👼 ","joy", 0.708
"2018-Es-02125"," Amo el personaje de nos vemos en disney de dario orsi jajajaja ","joy", 0.771
"2018-Es-02658"," @username Wajajajajajaja ohhh está para meme esta imagen xd ! La leo y muero ","joy", 0.696
"2018-Es-05259"," Ir al café de cadena y publicarlo en tus redes es de bien mal gusto 😂 ","joy", 0.271
"2018-Es-04219"," @username Dichoso que tienes, yo debo, pero pagarlo😢 😂😂😂","joy", 0.250
"2018-Es-04259"," @username Encantado de apoyarlos con @username desde Chile 🇨 🇱 . ","joy", 0.609
"2018-Es-01170"," Hoy fui a las oficinas de Google y me hice la cool pero la verdad si estaba emocionada ajajajaja ","joy", 0.750
"2018-Es-05074"," Taba Chica La Cara ","joy", 0.250
"2018-Es-04314"," Odio el dia del amigo porque sufro por la gente que no tiene mi suerte y tiene gente al lado falsa o que no tiene a nadie y se lo recuerdan ","joy", 0.174
"2018-Es-02590"," Mi momento favorito de Cirque Du Soleil fue cuando se escuchó un hermoso @username conshetumare seguido de aplausos . ","joy", 0.667
"2018-Es-06833"," @username No sabe lo que se pierde, tan divertida que anda la chaviza😂","joy", 0.646
"2018-Es-04123"," Sinceramente es muy raro de mi, que este enojada, o triste. Siempre me van a ver contenta, y con la re buena onda.","joy", 0.458
"2018-Es-06377"," Me da risa caerle mal a la gente ","joy", 0.348
"2018-Es-04682"," Liar, liar , liar ","joy", 0.152
"2018-Es-00470"," ¡ Feliz día del amigo ! Les dejamos este espacio para que le dediquen unas palabras a esa persona especial que merece ser llamada como tal, x.","joy", 0.750
"2018-Es-05848"," @username Al carajo, te amo infinitamente. Soy afortunado de tenerte y saber que estas para mi. Siempre estaré a tu lado, mi niña.","joy", 0.771
"2018-Es-03852"," Mañana es festivo y tengo que madrugar amo mi vida ","joy", 0.417
"2018-Es-02553"," @username El carro va en la calle como quiera ","joy", 0.348
"2018-Es-02276"," @username Jaajajjajaa Deneeeb ","joy", 0.625
"2018-Es-06944"," Le dije por su nombre y cerró la cuenta 😆 ","joy", 0.333
"2018-Es-06285"," Que graciosa la gente que flashea ser raro y estar mas allá de todo y no se dan cuenta que son las personas mas comunes del universo ","joy", 0.458
"2018-Es-00381"," Sin duda, por fortuna, ahora me encuentro lejos de tener los nudillos reventados y la mente atormentada.","joy", 0.477
"2018-Es-05725"," Se viene el MEJOR cumpleaños del mundo ! Noviembre llega rápido ! #feliz ❤ ","joy", 0.913
"2018-Es-01332"," @username Pobre mae Diana ","joy", 0.229
"2018-Es-03922"," @username Ya porque saliste el fds ","joy", 0.188
"2018-Es-04342"," Que es hora de buscarme una novia y de enamorarme . ","joy", 0.391
"2018-Es-05949"," El dolor interior te está devorando, robándote la alegría y paralizando tu capacidad de amar... debes perdonar.","joy", 0.208
"2018-Es-06321"," A ver cuál de mis amigos se la juega con un chocolate ? ahre jajajajajaja ","joy", 0.667
"2018-Es-05750"," Me bajo mucho en la hermana del raton, pero es que es igual de invivible que el. ","joy", 0.354
"2018-Es-05728"," Sabiendo esto me siento un poco basura igual fue ","joy", 0.101
"2018-Es-03227"," El chamaco es risueño y tú haciéndole cosquillas #posoye ","joy", 0.563
"2018-Es-06323"," @username Que fome . Pero nose porque me reí igual ","joy", 0.438
"2018-Es-05184"," He tomado la decisión de no utilizar Waa por un tiempo, no debo explicaciones a nadie del por qué lo he hecho. Hay muchos ardidos por eso. 😅","joy", 0.188
"2018-Es-00140"," @username @username Jajajajaja que gracioso, porque le dan rt pensando que lo tuiteaste em serio","joy", 0.708
"2018-Es-00641"," Mis viejos recien ahora me cargan por algo que paso hace como dos días, ya se de dónde salí tan colgada ","joy", 0.304
"2018-Es-05051"," @username Que salga el sol por donde tenga que salir negrito ","joy", 0.375
"2018-Es-06486"," @username @username @username @username @username las num personas mas importantes en mi vida ","joy", 0.458
"2018-Es-02744"," @username No me di ni cuenta ","joy", 0.348
"2018-Es-05491"," Me acaba de decir mi hermana que si me ve llorando una vez más, va a romper mi disco favorito para que llore con razón ","joy", 0.208
"2018-Es-05795"," @username Mucha suerte . ","joy", 0.435
"2018-Es-02140"," Ni sueño ","joy", 0.354
"2018-Es-03906"," La vida no tiene sentido Cuándo le gustas a una morra linda, femenina y divertida pero extrañas a una culera, medio vato y bien amargada. 💭","joy", 0.250
"2018-Es-03022"," Por los que siempre Estan,por los que ya no estan y por los que estan por venir. ¡Feliz dia!💖🍻","joy", 0.688
"2018-Es-02929"," @username En lugar de un novio, te brindo un amigo sincero que disfrute la peli que elijas ","joy", 0.417
"2018-Es-00096"," Pero igual más adelante puedo hacer otros sondeos jajaja ","joy", 0.750
"2018-Es-03077"," Papi pone la tacoma abajo para que yo pueda dormir con aire ☺ ️ ☺ ️ Tacoma num te amo, gracias por traer receptáculo ","joy", 0.625
"2018-Es-04637"," @username Jajaja nono,solo que asi es mejor porque no se repiten ","joy", 0.543
"2018-Es-03113"," Que felicidad poder decir con orgullo que mis amigas son las hermanas que me dió la vida ; tanto amistades de num/num años como de casi num o num ya 💛 ","joy", 0.979
"2018-Es-02238"," @username A feminista chorona ","joy", 0.313
"2018-Es-01149"," Pandi 🦄 ✋ 🍃 - Osos ( ? - Kard - Una acc fav - agradable persona ahre No llegó a num 💔 ","joy", 0.396
"2018-Es-02532"," @username una cancion dice HAY VIENE EL NEGRO RAMON BAILANDO ALEGRE EL BAYON ","joy", 0.587
"2018-Es-00042"," @username Casi num años de entretenimiento gratis 💁 🏻 💗 🤘 🏼 #YoNuncaHeLlorado #SoloElla ","joy", 0.609
"2018-Es-02514"," Me desconecte de todo, un buen escape. Por si andaban con el pendiente ","joy", 0.396
"2018-Es-06153"," se viene la segunda función #Feliz ❤ ️ ","joy", 0.750
"2018-Es-00190"," Mañana en Ayunas 😭 😭 Chingue su madre 😄 ","joy", 0.104
"2018-Es-00876"," Como cuando te creas un twitter solo para apoyar a Sofi 😂 #KCAColombia #SofiaCastro ","joy", 0.457
"2018-Es-03536"," y yo que solo iba a dormir un rato ( ? me acoste a las num y recien me levante ","joy", 0.313
"2018-Es-06332"," @username Estás a num minuto de llegar a Chiapas, Bueno a menos.. a 5.  Ay Peñitaaaaa ","joy", 0.417
"2018-Es-05435"," no sé sonreír ","joy", 0.146
"2018-Es-04636"," dame de tus labios, quiero verte sonreír","joy", 0.521
"2018-Es-00028"," @username Milena, tu personaje es hermosa, te queda muy bonita. Me gusta tu biografía y tu nombre. Pareces divertida y linda. —K","joy", 0.609
"2018-Es-02471"," Jajaja este gurí ","joy", 0.652
"2018-Es-03478"," Sabes que no hay marcha atrás cuando comienzas a sonreír cada vez que hablas con esa persona . ","joy", 0.688
"2018-Es-02317"," @username Asi son las Zorras ... 😂 ","joy", 0.250
"2018-Es-02171"," Mañana es festivo y quiero pasar todo el día viendo películas tristes . ","joy", 0.132
"2018-Es-00263"," @username Ejercicio y un poco de diversión 🤔 ","joy", 0.625
"2018-Es-01949"," Si no encuentro algo entretenido, me largo a dormir","joy", 0.273
"2018-Es-04783"," @username No importa, puedo hacer una excepción ","joy", 0.370
"2018-Es-05978"," Hasta el hueso una de las pelis que quería que durará más ","joy", 0.457
"2018-Es-00797"," Cuando le gustas a una morra linda, femenina y divertida pero extrañas a una culera, medio vato y bien amargada. 💭","joy", 0.333
"2018-Es-05138"," @username @username @username 😱 ¡ Padrísimo ! La vamos a pasar de lo mejor ya verás ☺ ️ 🙈 ¡ Feliz cumple adelantado ! 😘 ","joy", 0.896
"2018-Es-01583"," Me siento muy bendecida por Dios ","joy", 0.750
"2018-Es-05865"," @username Amiguetaaa, ¿qué significa VIEM? ","joy", 0.396
"2018-Es-04353"," Mis amigos lo son todo, ojalá nunca me falten. ¡Feliz día! Los amo ❤️","joy", 0.917
"2018-Es-04031"," Soy la persona mas buena y pelotuda a la vez, pero cuando me canso ya no estoy más ","joy", 0.292
"2018-Es-06582"," @username Las leyes en México son un chiste de mal gusto ","joy", 0.229
"2018-Es-01337"," @username Se me van a ver los rollos más que la tanga si sigo con mi felicidad jejej ","joy", 0.708
